rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.9950,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.1000,0.1500,-0.1500,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390,,,
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0000,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.2800,0.1500,-0.1500,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440,,,
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5575.00,166.00,-183.00,4.521,0.038,-0.152,0.3600,0.1000,-0.3000,0.9320,0.1790,-0.0770,1.0510,0.0660,-0.1320,,,
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,0.0000,6463.00,205.00,-205.00,4.500,0.087,-0.163,-1.6600,0.3000,-0.2000,0.8260,0.1590,-0.0860,0.7860,0.0620,-0.0450,,,
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5514.00,149.00,-149.00,4.569,0.029,-0.162,-0.0400,0.3000,-0.3000,0.8260,0.1880,-0.0630,0.9260,0.0750,-0.1080,,,
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.9920,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.0000,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.0800,0.2500,-0.3000,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850,,,
123,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5690.00,154.00,-172.00,4.588,0.040,-0.160,-0.4000,0.3000,-0.3000,0.7760,0.1950,-0.0650,0.8520,0.0890,-0.0890,,,
124,5115978,K00823.01,,CANDIDATE,CANDIDATE,,6228.00,183.00,-219.00,4.428,0.077,-0.272,-0.4400,0.2800,-0.3000,0.9900,0.3770,-0.1170,0.9590,0.1210,-0.1110,,,
125,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0000,4986.00,79.00,-79.00,4.496,0.075,-0.025,0.1600,0.1500,-0.1500,0.8330,0.0330,-0.0620,0.7930,0.0540,-0.0290,,,
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0000,4861.00,131.00,-146.00,4.574,0.054,-0.041,-0.0800,0.3000,-0.3000,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610,,,
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0000,4861.00,131.00,-146.00,4.574,0.054,-0.041,-0.0800,0.3000,-0.3000,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610,,,
128,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1.0000,5776.00,155.00,-155.00,4.554,0.042,-0.168,-0.1800,0.3000,-0.3000,0.8490,0.2120,-0.0710,0.9390,0.0980,-0.1090,,,
129,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.0370,6108.00,193.00,-214.00,4.471,0.054,-0.216,-0.0800,0.2500,-0.3000,0.9970,0.3410,-0.1140,1.0720,0.1530,-0.1530,,,
130,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5764.00,154.00,-171.00,4.548,0.035,-0.184,-0.1200,0.3000,-0.3000,0.8630,0.2270,-0.0810,0.9590,0.1030,-0.1240,,,
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0000,5035.00,151.00,-151.00,4.519,0.084,-0.063,-0.0600,0.3000,-0.3000,0.7910,0.0710,-0.0870,0.7540,0.0950,-0.0550,,,
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640,,,
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.9980,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640,,,
135,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,5810.00,157.00,-175.00,4.526,0.050,-0.200,-0.0600,0.2500,-0.3000,0.8980,0.2600,-0.0870,0.9890,0.1160,-0.1160,,,
136,5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5670.00,169.00,-169.00,4.523,0.066,-0.154,-0.4000,0.3000,-0.3000,0.8210,0.1890,-0.0870,0.8200,0.1060,-0.0710,,,
137,5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6046.00,182.00,-182.00,4.539,0.048,-0.204,-0.3800,0.3000,-0.3000,0.8690,0.2470,-0.0820,0.9530,0.1070,-0.1190,,,
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.9990,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.9960,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.9970,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0000,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.9950,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.9890,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0000,4959.00,99.00,,4.603,0.011,-0.060,0.1600,0.1500,-0.1500,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600,,,
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.8780,4959.00,99.00,0.00,4.603,0.011,-0.060,0.1600,0.1500,-0.1500,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600,,,
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4794.00,130.00,-144.00,4.580,0.063,-0.032,-0.2200,0.3000,-0.3000,0.7010,0.0540,-0.0660,0.6830,0.0860,-0.0530,,,
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0000,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.1800,0.1500,-0.1500,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270,,,
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0000,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.1800,0.1500,-0.1500,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270,,,
149,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6072.00,168.00,-232.00,4.470,0.056,-0.224,-0.1000,0.2500,-0.3000,0.9880,0.3300,-0.1100,1.0500,0.1390,-0.1530,,,
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.9990,5386.00,159.00,-159.00,4.553,0.056,-0.104,-0.2000,0.3000,-0.3000,0.7930,0.1430,-0.0770,0.8200,0.0960,-0.0780,,,
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0000,5815.00,157.00,-175.00,4.540,0.038,-0.212,-0.1200,0.3000,-0.3000,0.8770,0.2600,-0.0870,0.9730,0.1050,-0.1260,,,
152,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.8760,5653.00,154.00,-171.00,4.472,0.062,-0.188,0.1000,0.2500,-0.3000,0.9490,0.2600,-0.0930,0.9740,0.1000,-0.1110,,,
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1.0000,5015.00,149.00,-149.00,4.499,0.090,-0.060,0.1000,0.2500,-0.3000,0.8260,0.0660,-0.0830,0.7850,0.0780,-0.0560,,,
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1.0000,5015.00,149.00,-149.00,4.499,0.090,-0.060,0.1000,0.2500,-0.3000,0.8260,0.0660,-0.0830,0.7850,0.0780,-0.0560,,,
155,5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0000,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640,,,
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1.0000,4702.00,128.00,-142.00,4.592,0.058,-0.027,-0.2200,0.3000,-0.3000,0.6860,0.0490,-0.0670,0.6700,0.0810,-0.0500,,,
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.9990,4702.00,128.00,-142.00,4.592,0.058,-0.027,-0.2200,0.3000,-0.3000,0.6860,0.0490,-0.0670,0.6700,0.0810,-0.0500,,,
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1.0000,6073.00,190.00,-232.00,4.392,0.072,-0.217,0.2000,0.2000,-0.3000,1.1350,0.3750,-0.1500,1.1630,0.1510,-0.1510,,,
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1.0000,5727.00,77.00,-85.00,4.463,0.040,-0.120,0.1400,0.1500,-0.1500,0.9780,0.1460,-0.0620,1.0130,0.0560,-0.0620,,,
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1.0000,5878.00,158.00,-193.00,4.444,0.084,-0.196,-0.0600,0.3000,-0.3000,0.9870,0.2910,-0.1250,0.9890,0.1270,-0.1150,,,
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.9850,5862.00,177.00,-177.00,4.584,0.044,-0.176,-0.5200,0.3000,-0.3000,0.7850,0.2060,-0.0690,0.8650,0.0880,-0.0960,,,
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,5510.00,82.00,-71.00,4.222,0.195,-0.105,0.1600,0.1500,-0.1000,1.2380,0.2020,-0.2470,0.9320,0.0660,-0.0440,,,
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4968.00,151.00,-136.00,4.575,0.072,-0.044,-0.3600,0.3500,-0.3000,0.7040,0.0650,-0.0720,0.6800,0.0930,-0.0430,,,
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,0.9120,5718.00,85.00,-77.00,4.181,0.018,-0.016,0.0000,0.1500,-0.1500,1.3170,0.0640,-0.0480,0.9610,0.0820,-0.0550,,,
165,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1.0000,5501.00,164.00,-147.00,4.462,0.084,-0.168,0.0200,0.2500,-0.3000,0.9180,0.2170,-0.1170,0.8910,0.0990,-0.0820,,,
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1.0000,5239.00,174.00,-158.00,4.523,0.060,-0.090,0.0000,0.2500,-0.3000,0.8260,0.1220,-0.0810,0.8300,0.0850,-0.0700,,,
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,0.9980,4245.00,85.00,-85.00,4.627,0.030,-0.018,0.1200,0.1500,-0.1500,0.6570,0.0220,-0.0320,0.6660,0.0310,-0.0310,,,
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470,,,
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470,,,
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470,,,
171,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.9960,3593.00,71.00,-86.00,4.757,0.054,-0.027,0.2600,0.1500,-0.1500,0.4910,0.0300,-0.0550,0.5030,0.0360,-0.0540,,,
172,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,0.9740,5522.00,165.00,-148.00,4.586,0.048,-0.112,-0.4600,0.3000,-0.3000,0.7470,0.1360,-0.0680,0.7860,0.0940,-0.0700,,,
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,0.9940,6122.00,181.00,-218.00,4.487,0.052,-0.208,-0.1800,0.3000,-0.3000,0.9640,0.3030,-0.1010,1.0410,0.1390,-0.1390,,,
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1.0000,5237.00,157.00,-157.00,4.572,0.028,-0.112,0.2400,0.2000,-0.3000,0.8260,0.1240,-0.0570,0.9270,0.0470,-0.0950,,,
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.9590,5626.00,89.00,-78.00,3.907,0.040,-0.036,0.3600,0.1000,-0.1500,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670,,,
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.9940,5237.00,157.00,-157.00,4.572,0.028,-0.112,0.2400,0.2000,-0.3000,0.8260,0.1240,-0.0570,0.9270,0.0470,-0.0950,,,
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,0.0000,5697.00,154.00,-154.00,4.460,0.098,-0.182,-0.2600,0.3000,-0.3000,0.9030,0.2340,-0.1080,0.8570,0.1170,-0.0720,,,
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4947.00,148.00,-133.00,4.516,0.077,-0.056,0.0800,0.2500,-0.3000,0.8020,0.0590,-0.0810,0.7690,0.0830,-0.0560,,,
179,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1.0000,5265.00,73.00,-84.00,4.580,0.014,-0.081,0.1400,0.1500,-0.1500,0.8100,0.0730,-0.0290,0.9100,0.0270,-0.0660,,,
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5532.00,167.00,-167.00,4.530,0.070,-0.130,-0.3400,0.3000,-0.3000,0.8060,0.1610,-0.0870,0.8040,0.1000,-0.0720,,,
181,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1.0000,5895.00,164.00,-184.00,4.503,0.050,-0.200,-0.0200,0.2500,-0.3000,0.9400,0.2820,-0.0940,1.0260,0.1150,-0.1400,,,
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0000,5527.00,74.00,-83.00,4.484,0.040,-0.112,0.1600,0.1500,-0.1500,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590,,,
183,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,1.0000,5527.00,74.00,-83.00,4.484,0.040,-0.112,0.1600,0.1500,-0.1500,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590,,,
184,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,1.0000,5527.00,74.00,-83.00,4.484,0.040,-0.112,0.1600,0.1500,-0.1500,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590,,,
185,6862328,K00865.01,,CANDIDATE,CANDIDATE,1.0000,5453.00,81.00,-73.00,4.342,0.144,-0.108,0.1600,0.1500,-0.1500,1.0620,0.1460,-0.1600,0.9040,0.0620,-0.0390,,,
186,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0.9870,5626.00,89.00,-78.00,3.907,0.040,-0.036,0.3600,0.1000,-0.1500,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670,,,
187,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6126.00,193.00,-214.00,4.458,0.052,-0.208,-0.0400,0.2500,-0.3000,1.0210,0.3240,-0.1080,1.0900,0.1390,-0.1530,,,
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0000,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.1600,0.1500,-0.1500,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510,,,
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.9830,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.1600,0.1500,-0.1500,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510,,,
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0000,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.1600,0.1500,-0.1500,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510,,,
191,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0000,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.1600,0.1500,-0.1500,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510,,,
192,7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0000,5067.00,102.00,-102.00,4.585,0.024,-0.048,-0.0800,0.1500,-0.1500,0.7500,0.0520,-0.0330,0.7890,0.0440,-0.0440,,,
193,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470,,,
194,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0000,4072.00,73.00,-81.00,4.696,0.023,-0.028,-0.1800,0.1500,-0.1500,0.5700,0.0290,-0.0320,0.5860,0.0290,-0.0360,,,
195,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0000,4072.00,73.00,-81.00,4.696,0.023,-0.028,-0.1800,0.1500,-0.1500,0.5700,0.0290,-0.0320,0.5860,0.0290,-0.0360,,,
196,7031517,K00871.01,,CANDIDATE,CANDIDATE,0.0000,5875.00,140.00,-175.00,4.572,0.036,-0.144,-0.4200,0.3000,-0.3000,0.8090,0.1740,-0.0690,0.8950,0.0890,-0.0990,,,
197,11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,0.5730,5670.00,280.00,-229.00,4.206,0.241,-0.130,0.0000,0.3000,-0.2500,1.2640,0.2980,-0.3280,0.9370,0.1510,-0.0880,,,
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0000,5149.00,113.00,-82.00,4.447,0.054,-0.036,0.4200,0.0500,-0.1500,0.9300,0.0440,-0.0550,0.8820,0.0400,-0.0290,,,
199,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0000,5149.00,113.00,-82.00,4.447,0.054,-0.036,0.4200,0.0500,-0.1500,0.9300,0.0440,-0.0550,0.8820,0.0400,-0.0290,,,
200,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0000,5754.00,78.00,-78.00,4.345,0.110,-0.110,0.1600,0.1500,-0.1500,1.1220,0.1840,-0.1380,1.0140,0.0740,-0.0560,,,
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0000,4986.00,82.00,-82.00,4.496,0.080,-0.025,0.1600,0.1500,-0.1500,0.8330,0.0320,-0.0640,0.7930,0.0500,-0.0290,,,
202,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.9970,4986.00,82.00,-82.00,4.496,0.080,-0.025,0.1600,0.1500,-0.1500,0.8330,0.0320,-0.0640,0.7930,0.0500,-0.0290,,,
203,7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,1.0000,3837.00,481.00,-259.00,4.747,0.105,-0.094,-0.0600,0.1500,-0.1500,0.5170,0.1140,-0.1140,0.5440,0.1140,-0.1140,,,
204,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5612.00,152.00,-152.00,4.566,0.038,-0.152,-0.1200,0.3000,-0.3000,0.8290,0.1810,-0.0650,0.9260,0.0850,-0.1140,,,
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0000,4261.00,85.00,-85.00,4.641,0.027,-0.020,-0.0600,0.1500,-0.1500,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290,,,
206,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0000,4261.00,85.00,-85.00,4.641,0.027,-0.020,-0.0600,0.1500,-0.1500,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290,,,
207,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.9980,4261.00,85.00,-85.00,4.641,0.027,-0.020,-0.0600,0.1500,-0.1500,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290,,,
208,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6200.00,125.00,-113.00,3.800,0.225,-0.075,-0.1200,0.1500,-0.1500,2.4040,0.3390,-0.6780,1.3330,0.1630,-0.1990,,,
209,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0000,4919.00,146.00,-146.00,4.566,0.072,-0.048,-0.2400,0.3000,-0.3000,0.7210,0.0690,-0.0750,0.6970,0.0900,-0.0530,,,
210,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0000,5945.00,71.00,-71.00,4.213,0.033,-0.027,-0.0800,0.1000,-0.1000,1.3020,0.0580,-0.0580,1.0090,0.0570,-0.0470,,,
211,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0000,5121.00,76.00,-84.00,4.457,0.091,-0.039,0.1800,0.1500,-0.1500,0.8880,0.0490,-0.0770,0.8220,0.0530,-0.0290,,,
212,7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,1.0000,5121.00,76.00,-84.00,4.457,0.091,-0.039,0.1800,0.1500,-0.1500,0.8880,0.0490,-0.0770,0.8220,0.0530,-0.0290,,,
213,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0000,6007.00,189.00,-189.00,4.457,0.081,-0.202,-0.2400,0.3000,-0.3000,0.9610,0.2850,-0.1220,0.9680,0.1320,-0.1200,,,
214,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5811.00,157.00,-192.00,4.521,0.039,-0.221,0.0700,0.2500,-0.3000,0.9260,0.2890,-0.0960,1.0360,0.1130,-0.1390,,,
215,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0000,5067.00,102.00,-102.00,4.585,0.024,-0.048,-0.0800,0.1500,-0.1500,0.7500,0.0520,-0.0330,0.7890,0.0440,-0.0440,,,
216,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5209.00,171.00,-155.00,4.657,0.063,-0.032,-1.2400,0.3000,-0.3000,0.6030,0.0370,-0.0410,0.6020,0.0480,-0.0180,,,
217,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.9970,4820.00,130.00,-144.00,4.667,0.027,-0.063,-0.4000,0.3500,-0.3000,0.6390,0.0720,-0.0420,0.6990,0.0590,-0.0720,,,
218,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0000,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.2100,0.2000,-0.3500,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970,,,
219,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0000,5644.00,84.00,-75.00,4.162,0.033,-0.030,0.3000,0.1500,-0.1500,1.4110,0.0910,-0.0730,1.0530,0.1150,-0.0570,,,
220,7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.0000,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.2100,0.2000,-0.3500,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970,,,
221,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0000,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.2100,0.2000,-0.3500,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970,,,
222,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0000,3713.00,74.00,-92.00,4.779,0.063,-0.031,-0.1200,0.1500,-0.1500,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530,,,
223,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0000,3713.00,74.00,-92.00,4.779,0.063,-0.031,-0.1200,0.1500,-0.1500,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530,,,
224,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.9860,3713.00,74.00,-92.00,4.779,0.063,-0.031,-0.1200,0.1500,-0.1500,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530,,,
225,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0000,5849.00,157.00,-192.00,4.517,0.039,-0.208,-0.0200,0.2500,-0.3000,0.9190,0.2890,-0.0960,1.0140,0.1130,-0.1260,,,
226,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5472.00,179.00,-179.00,4.499,0.117,-0.130,-0.5400,0.3500,-0.3000,0.7900,0.1430,-0.1080,0.7180,0.1110,-0.0440,,,
227,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.9990,5332.00,106.00,-96.00,4.500,0.050,-0.036,-0.0800,0.1500,-0.1500,0.8430,0.0450,-0.0450,0.8210,0.0610,-0.0400,,,
228,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,6214.00,174.00,-217.00,4.442,0.054,-0.216,0.0700,0.2000,-0.3500,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,,,
229,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0000,6063.00,181.00,-217.00,4.470,0.052,-0.208,-0.0200,0.2500,-0.3000,1.0010,0.3180,-0.1060,1.0790,0.1300,-0.1450,,,
230,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.6350,6823.00,61.00,-92.00,4.308,0.024,-0.128,0.0700,0.1500,-0.1500,1.3670,0.2670,-0.0670,1.3860,0.0930,-0.0760,,,
